tissue,annotation_level,celltype,marker
Bone Marrow,L2,CD8 Effector 1,CD8A
Bone Marrow,L2,CD8 Effector 1,XCL1
Bone Marrow,L2,CD8 Effector 1,IFNG
Bone Marrow,L2,CD8 Effector 1,XCL2
Bone Marrow,L2,CD8 Effector 1,TIGIT
Bone Marrow,L2,CD8 Effector 2,TRGC2
Bone Marrow,L2,CD8 Effector 2,FGFBP2
Bone Marrow,L2,CD8 Effector 2,FCRL6
Bone Marrow,L2,CD8 Effector 2,CD3G
Bone Marrow,L2,CD8 Effector 2,KLRC2
Bone Marrow,L2,CD8 Effector 2,GZMH
Bone Marrow,L2,CD8 Effector 2,PRSS23
Bone Marrow,L2,CD8 Effector 2,S1PR5
Bone Marrow,L2,CD8 Effector 2,PATL2
Bone Marrow,L2,CD8 Effector 3,GZMM
Bone Marrow,L2,CD8 Effector 3,LAG3
Bone Marrow,L2,CD8 Effector 3,CD160
Bone Marrow,L2,CD8 Effector 3,CD8A
Bone Marrow,L2,CD8 Effector 3,XCL1
Bone Marrow,L2,CD8 Effector 3,CCL4
Bone Marrow,L2,CD8 Effector 3,CCL3
Bone Marrow,L2,CD8 Effector 3,XCL2
Bone Marrow,L2,CD8 Effector 3,KLRB1
Bone Marrow,L2,CD8 Memory,GZMK
Bone Marrow,L2,CD8 Memory,BCL11B
Bone Marrow,L2,CD8 Memory,CD6
Bone Marrow,L2,CD8 Memory,PIK3IP1
Bone Marrow,L2,CD8 Memory,CD8A
Bone Marrow,L2,CD8 Memory,TRAC
Bone Marrow,L2,CD8 Memory,SPOCK2
Bone Marrow,L2,CD8 Memory,CD3E
Bone Marrow,L2,CD8 Memory,IL7R
Bone Marrow,L2,CD8 Naive,LEF1
Bone Marrow,L2,CD8 Naive,OXNAD1
Bone Marrow,L2,CD8 Naive,CD8B
Bone Marrow,L2,CD8 Naive,FLT3LG
Bone Marrow,L2,CD8 Naive,MAL
Bone Marrow,L2,CD8 Naive,TRABD2A
Bone Marrow,L2,CD8 Naive,CAMK4
Bone Marrow,L2,CD8 Naive,CCR7
Bone Marrow,L2,CD8 Naive,S100B
Bone Marrow,L2,Conventional Dendritic Cell 1,XCR1
Bone Marrow,L2,Conventional Dendritic Cell 1,BATF3
Bone Marrow,L2,Conventional Dendritic Cell 1,LGALS2
Bone Marrow,L2,Conventional Dendritic Cell 1,CADM1
Bone Marrow,L2,Conventional Dendritic Cell 1,TACSTD2
Bone Marrow,L2,Conventional Dendritic Cell 1,CLEC9A
Bone Marrow,L2,Conventional Dendritic Cell 1,CLNK
Bone Marrow,L2,Conventional Dendritic Cell 1,DNASE1L3
Bone Marrow,L2,Conventional Dendritic Cell 1,WFDC21P
Bone Marrow,L2,Conventional Dendritic Cell 2,IGSF6
Bone Marrow,L2,Conventional Dendritic Cell 2,LGALS2
Bone Marrow,L2,Conventional Dendritic Cell 2,CLEC10A
Bone Marrow,L2,Conventional Dendritic Cell 2,PLBD1
Bone Marrow,L2,Conventional Dendritic Cell 2,FCER1A
Bone Marrow,L2,Conventional Dendritic Cell 2,CD1C
Bone Marrow,L2,Conventional Dendritic Cell 2,IFI30
Bone Marrow,L2,Conventional Dendritic Cell 2,IL13RA1
Bone Marrow,L2,Conventional Dendritic Cell 2,CD33
Bone Marrow,L2,Common Lymphoid Progenitor,C1QTNF4
Bone Marrow,L2,Common Lymphoid Progenitor,PRSS2
Bone Marrow,L2,Common Lymphoid Progenitor,SPINK2
Bone Marrow,L2,Common Lymphoid Progenitor,FLT3
Bone Marrow,L2,Common Lymphoid Progenitor,SPNS3
Bone Marrow,L2,Common Lymphoid Progenitor,DNTT
Bone Marrow,L2,Common Lymphoid Progenitor,NREP
Bone Marrow,L2,Common Lymphoid Progenitor,CD34
Bone Marrow,L2,Common Lymphoid Progenitor,SMIM24
Bone Marrow,L2,Early Erythroid,APOC1
Bone Marrow,L2,Early Erythroid,ITGA2B
Bone Marrow,L2,Early Erythroid,TFR2
Bone Marrow,L2,Early Erythroid,KLF1
Bone Marrow,L2,Early Erythroid,FSCN1
Bone Marrow,L2,Early Erythroid,MAP7
Bone Marrow,L2,Early Erythroid,CYTL1
Bone Marrow,L2,Early Erythroid,GATA2
Bone Marrow,L2,Early Erythroid,GATA1
Bone Marrow,L2,Erythroid Megakaryocyte Progenitor,CRHBP
Bone Marrow,L2,Erythroid Megakaryocyte Progenitor,CRYGD
Bone Marrow,L2,Erythroid Megakaryocyte Progenitor,HPGDS
Bone Marrow,L2,Erythroid Megakaryocyte Progenitor,NPR3
Bone Marrow,L2,Erythroid Megakaryocyte Progenitor,AVP
Bone Marrow,L2,Erythroid Megakaryocyte Progenitor,CYTL1
Bone Marrow,L2,Erythroid Megakaryocyte Progenitor,GATA2
Bone Marrow,L2,Erythroid Megakaryocyte Progenitor,IGSF10
Bone Marrow,L2,Erythroid Megakaryocyte Progenitor,PBX1
Bone Marrow,L2,Granulocyte Monocyte Progenitor,NPW
Bone Marrow,L2,Granulocyte Monocyte Progenitor,AZU1
Bone Marrow,L2,Granulocyte Monocyte Progenitor,RETN
Bone Marrow,L2,Granulocyte Monocyte Progenitor,CTSG
Bone Marrow,L2,Granulocyte Monocyte Progenitor,PRTN3
Bone Marrow,L2,Granulocyte Monocyte Progenitor,MS4A3
Bone Marrow,L2,Granulocyte Monocyte Progenitor,RNASE3
Bone Marrow,L2,Granulocyte Monocyte Progenitor,RNASE2
Bone Marrow,L2,Granulocyte Monocyte Progenitor,ELANE
Bone Marrow,L2,Hematopoeitic Stem Cell,CRYGD
Bone Marrow,L2,Hematopoeitic Stem Cell,BEX1
Bone Marrow,L2,Hematopoeitic Stem Cell,MYCT1
Bone Marrow,L2,Hematopoeitic Stem Cell,NPR3
Bone Marrow,L2,Hematopoeitic Stem Cell,MSRB3
Bone Marrow,L2,Hematopoeitic Stem Cell,AVP
Bone Marrow,L2,Hematopoeitic Stem Cell,MLLT3
Bone Marrow,L2,Hematopoeitic Stem Cell,CD34
Bone Marrow,L2,Hematopoeitic Stem Cell,NPDC1
Bone Marrow,L2,Innate Lymphoid Cell,GZMM
Bone Marrow,L2,Innate Lymphoid Cell,CD160
Bone Marrow,L2,Innate Lymphoid Cell,XCL1
Bone Marrow,L2,Innate Lymphoid Cell,KLRD1
Bone Marrow,L2,Innate Lymphoid Cell,XCL2
Bone Marrow,L2,Innate Lymphoid Cell,KLRC1
Bone Marrow,L2,Innate Lymphoid Cell,KLRB1
Bone Marrow,L2,Innate Lymphoid Cell,TRDC
Bone Marrow,L2,Innate Lymphoid Cell,KLRF1
Bone Marrow,L2,Late Erythroid,RHCE
Bone Marrow,L2,Late Erythroid,SPTA1
Bone Marrow,L2,Late Erythroid,EPCAM
Bone Marrow,L2,Late Erythroid,HBG1
Bone Marrow,L2,Late Erythroid,TMEM56
Bone Marrow,L2,Late Erythroid,TSPO2
Bone Marrow,L2,Late Erythroid,IFIT1B
Bone Marrow,L2,Late Erythroid,RHAG
Bone Marrow,L2,Late Erythroid,ADD2
Bone Marrow,L2,Lymphoid Primed Multipotent Progenitor,CRHBP
Bone Marrow,L2,Lymphoid Primed Multipotent Progenitor,C1QTNF4
Bone Marrow,L2,Lymphoid Primed Multipotent Progenitor,CSF3R
Bone Marrow,L2,Lymphoid Primed Multipotent Progenitor,BEX1
Bone Marrow,L2,Lymphoid Primed Multipotent Progenitor,NPW
Bone Marrow,L2,Lymphoid Primed Multipotent Progenitor,NPR3
Bone Marrow,L2,Lymphoid Primed Multipotent Progenitor,CD34
Bone Marrow,L2,Lymphoid Primed Multipotent Progenitor,SMIM24
Bone Marrow,L2,Lymphoid Primed Multipotent Progenitor,NPDC1
Bone Marrow,L2,Macrophage,C1QC
Bone Marrow,L2,Macrophage,SELENOP
Bone Marrow,L2,Macrophage,C1QB
Bone Marrow,L2,Macrophage,FABP3
Bone Marrow,L2,Macrophage,C1QA
Bone Marrow,L2,Macrophage,FABP4
Bone Marrow,L2,Macrophage,CD5L
Bone Marrow,L2,Macrophage,APOE
Bone Marrow,L2,Macrophage,CCL18
Bone Marrow,L2,Mucosal Associated Invariant T,GZMK
Bone Marrow,L2,Mucosal Associated Invariant T,NCR3
Bone Marrow,L2,Mucosal Associated Invariant T,TRGC2
Bone Marrow,L2,Mucosal Associated Invariant T,CD6
Bone Marrow,L2,Mucosal Associated Invariant T,SPOCK2
Bone Marrow,L2,Mucosal Associated Invariant T,RORA
Bone Marrow,L2,Mucosal Associated Invariant T,TNFRSF25
Bone Marrow,L2,Mucosal Associated Invariant T,KLRG1
Bone Marrow,L2,Mucosal Associated Invariant T,IL7R
Bone Marrow,L2,Memory B,BLK
Bone Marrow,L2,Memory B,FCRLA
Bone Marrow,L2,Memory B,PNOC
Bone Marrow,L2,Memory B,TNFRSF13C
Bone Marrow,L2,Memory B,TNFRSF13B
Bone Marrow,L2,Memory B,HLA-DOB
Bone Marrow,L2,Memory B,FCER2
Bone Marrow,L2,Memory B,MS4A1
Bone Marrow,L2,Memory B,ARHGAP24
Bone Marrow,L2,Naive B,FCRL1
Bone Marrow,L2,Naive B,FCRLA
Bone Marrow,L2,Naive B,CD19
Bone Marrow,L2,Naive B,FCRL5
Bone Marrow,L2,Naive B,PAX5
Bone Marrow,L2,Naive B,HLA-DOB
Bone Marrow,L2,Naive B,FCER2
Bone Marrow,L2,Naive B,ARHGAP24
Bone Marrow,L2,Naive B,CD22
Bone Marrow,L2,Natural Killer,FGFBP2
Bone Marrow,L2,Natural Killer,FCRL6
Bone Marrow,L2,Natural Killer,TBX21
Bone Marrow,L2,Natural Killer,KLRC1
Bone Marrow,L2,Natural Killer,KLRC2
Bone Marrow,L2,Natural Killer,PRSS23
Bone Marrow,L2,Natural Killer,S1PR5
Bone Marrow,L2,Natural Killer,LAIR2
Bone Marrow,L2,Natural Killer,PTGDR
Bone Marrow,L2,Natural Killer CD56+,IL18RAP
Bone Marrow,L2,Natural Killer CD56+,NCAM1
Bone Marrow,L2,Natural Killer CD56+,IL2RB
Bone Marrow,L2,Natural Killer CD56+,XCL1
Bone Marrow,L2,Natural Killer CD56+,KLRD1
Bone Marrow,L2,Natural Killer CD56+,TNFRSF18
Bone Marrow,L2,Natural Killer CD56+,XCL2
Bone Marrow,L2,Natural Killer CD56+,KLRC1
Bone Marrow,L2,Natural Killer CD56+,KLRF1
Bone Marrow,L2,Proliferating Natural Killer,FGFBP2
Bone Marrow,L2,Proliferating Natural Killer,GZMB
Bone Marrow,L2,Proliferating Natural Killer,CCL4
Bone Marrow,L2,Proliferating Natural Killer,PRF1
Bone Marrow,L2,Proliferating Natural Killer,TRDC
Bone Marrow,L2,Proliferating Natural Killer,CD247
Bone Marrow,L2,Proliferating Natural Killer,GZMH
Bone Marrow,L2,Proliferating Natural Killer,TYMS
Bone Marrow,L2,Proliferating Natural Killer,KLRF1
Bone Marrow,L2,Plasmacytoid Dendritic Cell,LRRC26
Bone Marrow,L2,Plasmacytoid Dendritic Cell,PROC
Bone Marrow,L2,Plasmacytoid Dendritic Cell,CLEC4C
Bone Marrow,L2,Plasmacytoid Dendritic Cell,SCAMP5
Bone Marrow,L2,Plasmacytoid Dendritic Cell,SCT
Bone Marrow,L2,Plasmacytoid Dendritic Cell,PTCRA
Bone Marrow,L2,Plasmacytoid Dendritic Cell,PPM1J
Bone Marrow,L2,Plasmacytoid Dendritic Cell,LILRA4
Bone Marrow,L2,Plasmacytoid Dendritic Cell,SHD
Bone Marrow,L2,Plasma,JSRP1
Bone Marrow,L2,Plasma,IGLV6-57
Bone Marrow,L2,Plasma,TNFRSF13B
Bone Marrow,L2,Plasma,IGLC6
Bone Marrow,L2,Plasma,FCRL5
Bone Marrow,L2,Plasma,IGLC7
Bone Marrow,L2,Plasma,IGKV1-5
Bone Marrow,L2,Plasma,TNFRSF17
Bone Marrow,L2,Plasma,IGLV3-1
Bone Marrow,L2,Platelet,C2ORF88
Bone Marrow,L2,Platelet,RUFY1
Bone Marrow,L2,Platelet,SPARC
Bone Marrow,L2,Platelet,DAB2
Bone Marrow,L2,Platelet,F13A1
Bone Marrow,L2,Platelet,PPBP
Bone Marrow,L2,Platelet,TMEM40
Bone Marrow,L2,Platelet,PF4
Bone Marrow,L2,Platelet,GP9
Bone Marrow,L2,Precursor B,SLC8A1-AS1
Bone Marrow,L2,Precursor B,AKAP12
Bone Marrow,L2,Precursor B,C10ORF10
Bone Marrow,L2,Precursor B,ARPP21
Bone Marrow,L2,Precursor B,HMHB1
Bone Marrow,L2,Precursor B,LCN6
Bone Marrow,L2,Precursor B,RAG1
Bone Marrow,L2,Precursor B,CYGB
Bone Marrow,L2,Precursor B,RAG2
Bone Marrow,L2,Precursor Myeloid Dendritic Dell,IGSF6
Bone Marrow,L2,Precursor Myeloid Dendritic Dell,PAK1
Bone Marrow,L2,Precursor Myeloid Dendritic Dell,ALDH2
Bone Marrow,L2,Precursor Myeloid Dendritic Dell,CLEC10A
Bone Marrow,L2,Precursor Myeloid Dendritic Dell,PLBD1
Bone Marrow,L2,Precursor Myeloid Dendritic Dell,MNDA
Bone Marrow,L2,Precursor Myeloid Dendritic Dell,FCER1A
Bone Marrow,L2,Precursor Myeloid Dendritic Dell,RNASE2
Bone Marrow,L2,Precursor Myeloid Dendritic Dell,SAMHD1
Bone Marrow,L2,Precursor Plasmacytoid Dendritic Cell,TNFRSF21
Bone Marrow,L2,Precursor Plasmacytoid Dendritic Cell,PTPRS
Bone Marrow,L2,Precursor Plasmacytoid Dendritic Cell,SPIB
Bone Marrow,L2,Precursor Plasmacytoid Dendritic Cell,IRF8
Bone Marrow,L2,Precursor Plasmacytoid Dendritic Cell,TNNI2
Bone Marrow,L2,Precursor Plasmacytoid Dendritic Cell,LILRB4
Bone Marrow,L2,Precursor Plasmacytoid Dendritic Cell,LILRA4
Bone Marrow,L2,Precursor Plasmacytoid Dendritic Cell,PLD4
Bone Marrow,L2,Precursor Plasmacytoid Dendritic Cell,SHD
Bone Marrow,L2,Progenitor B,IGLL1
Bone Marrow,L2,Progenitor B,MME
Bone Marrow,L2,Progenitor B,VPREB1
Bone Marrow,L2,Progenitor B,AGPS
Bone Marrow,L2,Progenitor B,UHRF1
Bone Marrow,L2,Progenitor B,EBF1
Bone Marrow,L2,Progenitor B,BLNK
Bone Marrow,L2,Progenitor B,DNTT
Bone Marrow,L2,Progenitor B,UMODL1
Bone Marrow,L2,Progenitor Megakaryocyte,SELP
Bone Marrow,L2,Progenitor Megakaryocyte,ANXA3
Bone Marrow,L2,Progenitor Megakaryocyte,CMTM5
Bone Marrow,L2,Progenitor Megakaryocyte,WFDC1
Bone Marrow,L2,Progenitor Megakaryocyte,SPX
Bone Marrow,L2,Progenitor Megakaryocyte,ARHGAP6
Bone Marrow,L2,Progenitor Megakaryocyte,LTBP1
Bone Marrow,L2,Progenitor Megakaryocyte,GP9
Bone Marrow,L2,Progenitor Megakaryocyte,RBPMS2
Bone Marrow,L2,Stromal,BMP5
Bone Marrow,L2,Stromal,COL1A2
Bone Marrow,L2,Stromal,TF
Bone Marrow,L2,Stromal,LUM
Bone Marrow,L2,Stromal,CRH
Bone Marrow,L2,Stromal,TNC
Bone Marrow,L2,Stromal,SPARCL1
Bone Marrow,L2,Stromal,CP
Bone Marrow,L2,Stromal,DCN
Bone Marrow,L2,Proliferating T,CDT1
Bone Marrow,L2,Proliferating T,LCK
Bone Marrow,L2,Proliferating T,CLSPN
Bone Marrow,L2,Proliferating T,SH2D1A
Bone Marrow,L2,Proliferating T,TOP2A
Bone Marrow,L2,Proliferating T,BIRC5
Bone Marrow,L2,Proliferating T,TK1
Bone Marrow,L2,Proliferating T,TRAC
Bone Marrow,L2,Proliferating T,MKI67
Bone Marrow,L2,Transitional B,CFAP73
Bone Marrow,L2,Transitional B,HRK
Bone Marrow,L2,Transitional B,AKAP12
Bone Marrow,L2,Transitional B,MME
Bone Marrow,L2,Transitional B,IGLC6
Bone Marrow,L2,Transitional B,DTX1
Bone Marrow,L2,Transitional B,IGLC5
Bone Marrow,L2,Transitional B,APBB2
Bone Marrow,L2,Transitional B,ARPP21
Lung V2 (HLCA),ann Level 1,Immune,CD53
Lung V2 (HLCA),ann Level 1,Immune,CD52
Lung V2 (HLCA),ann Level 1,Immune,PTPRC
Lung V2 (HLCA),ann Level 1,Immune,SRGN
Lung V2 (HLCA),ann Level 1,Immune,CXCR4
Lung V2 (HLCA),ann Level 1,Immune,GMFG
Lung V2 (HLCA),ann Level 1,Immune,COTL1
Lung V2 (HLCA),ann Level 1,Immune,LAPTM5
Lung V2 (HLCA),ann Level 1,Immune,FCER1G
Lung V2 (HLCA),ann Level 1,Epithelial,MUC1
Lung V2 (HLCA),ann Level 1,Epithelial,ELF3
Lung V2 (HLCA),ann Level 1,Epithelial,KRT19
Lung V2 (HLCA),ann Level 1,Epithelial,PIGR
Lung V2 (HLCA),ann Level 1,Epithelial,S100A14
Lung V2 (HLCA),ann Level 1,Epithelial,KRT8
Lung V2 (HLCA),ann Level 1,Epithelial,TACSTD2
Lung V2 (HLCA),ann Level 1,Epithelial,CYB5A
Lung V2 (HLCA),ann Level 1,Epithelial,CXCL17
Lung V2 (HLCA),ann Level 1,Endothelial,CLDN5
Lung V2 (HLCA),ann Level 1,Endothelial,GNG11
Lung V2 (HLCA),ann Level 1,Endothelial,VWF
Lung V2 (HLCA),ann Level 1,Endothelial,PECAM1
Lung V2 (HLCA),ann Level 1,Endothelial,CLEC14A
Lung V2 (HLCA),ann Level 1,Endothelial,IGFBP7
Lung V2 (HLCA),ann Level 1,Endothelial,RAMP2
Lung V2 (HLCA),ann Level 1,Endothelial,AQP1
Lung V2 (HLCA),ann Level 1,Endothelial,NPDC1
Lung V2 (HLCA),ann Level 1,Stroma,COL1A2
Lung V2 (HLCA),ann Level 1,Stroma,LUM
Lung V2 (HLCA),ann Level 1,Stroma,SPARC
Lung V2 (HLCA),ann Level 1,Stroma,CALD1
Lung V2 (HLCA),ann Level 1,Stroma,MGP
Lung V2 (HLCA),ann Level 1,Stroma,C1S
Lung V2 (HLCA),ann Level 1,Stroma,TAGLN
Lung V2 (HLCA),ann Level 1,Stroma,IGFBP7
Lung V2 (HLCA),ann Level 1,Stroma,DCN
Lung V2 (HLCA),ann Level 2,Myeloid,MS4A6A
Lung V2 (HLCA),ann Level 2,Myeloid,SRGN
Lung V2 (HLCA),ann Level 2,Myeloid,LGALS1
Lung V2 (HLCA),ann Level 2,Myeloid,COTL1
Lung V2 (HLCA),ann Level 2,Myeloid,LAPTM5
Lung V2 (HLCA),ann Level 2,Myeloid,AIF1
Lung V2 (HLCA),ann Level 2,Myeloid,FCER1G
Lung V2 (HLCA),ann Level 2,Myeloid,TYROBP
Lung V2 (HLCA),ann Level 2,Myeloid,LYZ
Lung V2 (HLCA),ann Level 2,Lymphoid,IL32
Lung V2 (HLCA),ann Level 2,Lymphoid,CD7
Lung V2 (HLCA),ann Level 2,Lymphoid,CXCR4
Lung V2 (HLCA),ann Level 2,Lymphoid,CCL5
Lung V2 (HLCA),ann Level 2,Lymphoid,GZMA
Lung V2 (HLCA),ann Level 2,Lymphoid,NKG7
Lung V2 (HLCA),ann Level 2,Lymphoid,CD69
Lung V2 (HLCA),ann Level 2,Lymphoid,CORO1A
Lung V2 (HLCA),ann Level 2,Lymphoid,CD3D
Lung V2 (HLCA),ann Level 2,Alveolar Epithelium,SFTA3
Lung V2 (HLCA),ann Level 2,Alveolar Epithelium,NAPSA
Lung V2 (HLCA),ann Level 2,Alveolar Epithelium,SFTA2
Lung V2 (HLCA),ann Level 2,Alveolar Epithelium,SFTPD
Lung V2 (HLCA),ann Level 2,Alveolar Epithelium,SLC34A2
Lung V2 (HLCA),ann Level 2,Alveolar Epithelium,PEBP4
Lung V2 (HLCA),ann Level 2,Alveolar Epithelium,SEPP1
Lung V2 (HLCA),ann Level 2,Alveolar Epithelium,CYB5A
Lung V2 (HLCA),ann Level 2,Alveolar Epithelium,CXCL17
Lung V2 (HLCA),ann Level 2,Airway Epithelium,IGFBP2
Lung V2 (HLCA),ann Level 2,Airway Epithelium,ELF3
Lung V2 (HLCA),ann Level 2,Airway Epithelium,KRT19
Lung V2 (HLCA),ann Level 2,Airway Epithelium,CYP4B1
Lung V2 (HLCA),ann Level 2,Airway Epithelium,GSTA1
Lung V2 (HLCA),ann Level 2,Airway Epithelium,KIF21A
Lung V2 (HLCA),ann Level 2,Airway Epithelium,KRT8
Lung V2 (HLCA),ann Level 2,Airway Epithelium,TACSTD2
Lung V2 (HLCA),ann Level 2,Airway Epithelium,TSPAN1
Lung V2 (HLCA),ann Level 2,Blood Vessels,CLDN5
Lung V2 (HLCA),ann Level 2,Blood Vessels,RAMP3
Lung V2 (HLCA),ann Level 2,Blood Vessels,VWF
Lung V2 (HLCA),ann Level 2,Blood Vessels,PECAM1
Lung V2 (HLCA),ann Level 2,Blood Vessels,SPARCL1
Lung V2 (HLCA),ann Level 2,Blood Vessels,CLEC14A
Lung V2 (HLCA),ann Level 2,Blood Vessels,RAMP2
Lung V2 (HLCA),ann Level 2,Blood Vessels,AQP1
Lung V2 (HLCA),ann Level 2,Blood Vessels,NPDC1
Lung V2 (HLCA),ann Level 2,Fibroblast Lineage,COL1A2
Lung V2 (HLCA),ann Level 2,Fibroblast Lineage,LUM
Lung V2 (HLCA),ann Level 2,Fibroblast Lineage,SPARC
Lung V2 (HLCA),ann Level 2,Fibroblast Lineage,CALD1
Lung V2 (HLCA),ann Level 2,Fibroblast Lineage,COL6A1
Lung V2 (HLCA),ann Level 2,Fibroblast Lineage,MGP
Lung V2 (HLCA),ann Level 2,Fibroblast Lineage,C1S
Lung V2 (HLCA),ann Level 2,Fibroblast Lineage,IGFBP7
Lung V2 (HLCA),ann Level 2,Fibroblast Lineage,DCN
Lung V2 (HLCA),ann Level 2,Smooth Muscle,ACTA2
Lung V2 (HLCA),ann Level 2,Smooth Muscle,CALD1
Lung V2 (HLCA),ann Level 2,Smooth Muscle,MGP
Lung V2 (HLCA),ann Level 2,Smooth Muscle,TAGLN
Lung V2 (HLCA),ann Level 2,Smooth Muscle,TPM2
Lung V2 (HLCA),ann Level 2,Smooth Muscle,TPM1
Lung V2 (HLCA),ann Level 2,Smooth Muscle,IGFBP7
Lung V2 (HLCA),ann Level 2,Smooth Muscle,MYL9
Lung V2 (HLCA),ann Level 2,Smooth Muscle,SOD3
Lung V2 (HLCA),ann Level 2,Submucosal Gland,MARCKSL1
Lung V2 (HLCA),ann Level 2,Submucosal Gland,AZGP1
Lung V2 (HLCA),ann Level 2,Submucosal Gland,SELM
Lung V2 (HLCA),ann Level 2,Submucosal Gland,PIGR
Lung V2 (HLCA),ann Level 2,Submucosal Gland,TCN1
Lung V2 (HLCA),ann Level 2,Submucosal Gland,PIP
Lung V2 (HLCA),ann Level 2,Submucosal Gland,ZG16B
Lung V2 (HLCA),ann Level 2,Submucosal Gland,LTF
Lung V2 (HLCA),ann Level 2,Submucosal Gland,SEC11C
Lung V2 (HLCA),ann Level 2,Lymphatic EC,CLDN5
Lung V2 (HLCA),ann Level 2,Lymphatic EC,GNG11
Lung V2 (HLCA),ann Level 2,Lymphatic EC,SDPR
Lung V2 (HLCA),ann Level 2,Lymphatic EC,CCL21
Lung V2 (HLCA),ann Level 2,Lymphatic EC,MMRN1
Lung V2 (HLCA),ann Level 2,Lymphatic EC,IGFBP7
Lung V2 (HLCA),ann Level 2,Lymphatic EC,RAMP2
Lung V2 (HLCA),ann Level 2,Lymphatic EC,ECSCR
Lung V2 (HLCA),ann Level 2,Lymphatic EC,TM4SF1
Lung V2 (HLCA),ann Level 2,Mesothelium,EID1
Lung V2 (HLCA),ann Level 2,Mesothelium,LINC01133
Lung V2 (HLCA),ann Level 2,Mesothelium,CUX1
Lung V2 (HLCA),ann Level 2,Mesothelium,HP
Lung V2 (HLCA),ann Level 2,Mesothelium,MRPS21
Lung V2 (HLCA),ann Level 2,Mesothelium,SEPP1
Lung V2 (HLCA),ann Level 2,Mesothelium,UPK3B
Lung V2 (HLCA),ann Level 2,Mesothelium,MRPL33
Lung V2 (HLCA),ann Level 2,Mesothelium,CFB
Lung V2 (HLCA),ann Level 3,Macrophages,C1QC
Lung V2 (HLCA),ann Level 3,Macrophages,C1QA
Lung V2 (HLCA),ann Level 3,Macrophages,CTSL
Lung V2 (HLCA),ann Level 3,Macrophages,CTSZ
Lung V2 (HLCA),ann Level 3,Macrophages,LAPTM5
Lung V2 (HLCA),ann Level 3,Macrophages,AIF1
Lung V2 (HLCA),ann Level 3,Macrophages,FCER1G
Lung V2 (HLCA),ann Level 3,Macrophages,LYZ
Lung V2 (HLCA),ann Level 3,Macrophages,HLA-DRB1
Lung V2 (HLCA),ann Level 3,Innate Lymphoid Cell NK,GNLY
Lung V2 (HLCA),ann Level 3,Innate Lymphoid Cell NK,CD7
Lung V2 (HLCA),ann Level 3,Innate Lymphoid Cell NK,GZMB
Lung V2 (HLCA),ann Level 3,Innate Lymphoid Cell NK,CCL5
Lung V2 (HLCA),ann Level 3,Innate Lymphoid Cell NK,CCL4
Lung V2 (HLCA),ann Level 3,Innate Lymphoid Cell NK,NKG7
Lung V2 (HLCA),ann Level 3,Innate Lymphoid Cell NK,PRF1
Lung V2 (HLCA),ann Level 3,Innate Lymphoid Cell NK,CTSW
Lung V2 (HLCA),ann Level 3,Innate Lymphoid Cell NK,CST7
Lung V2 (HLCA),ann Level 3,AT2,SFTA3
Lung V2 (HLCA),ann Level 3,AT2,MUC1
Lung V2 (HLCA),ann Level 3,AT2,SFTA2
Lung V2 (HLCA),ann Level 3,AT2,SFTPD
Lung V2 (HLCA),ann Level 3,AT2,SLC34A2
Lung V2 (HLCA),ann Level 3,AT2,PEBP4
Lung V2 (HLCA),ann Level 3,AT2,S100A14
Lung V2 (HLCA),ann Level 3,AT2,SLC39A8
Lung V2 (HLCA),ann Level 3,AT2,CYB5A
Lung V2 (HLCA),ann Level 3,Basal,IGFBP2
Lung V2 (HLCA),ann Level 3,Basal,BCAM
Lung V2 (HLCA),ann Level 3,Basal,KRT5
Lung V2 (HLCA),ann Level 3,Basal,KRT17
Lung V2 (HLCA),ann Level 3,Basal,S100A2
Lung V2 (HLCA),ann Level 3,Basal,MT1X
Lung V2 (HLCA),ann Level 3,Basal,SERPINF1
Lung V2 (HLCA),ann Level 3,Basal,ADIRF
Lung V2 (HLCA),ann Level 3,Basal,SFN
Lung V2 (HLCA),ann Level 3,EC Venous,GNG11
Lung V2 (HLCA),ann Level 3,EC Venous,RAMP3
Lung V2 (HLCA),ann Level 3,EC Venous,ACKR1
Lung V2 (HLCA),ann Level 3,EC Venous,MGP
Lung V2 (HLCA),ann Level 3,EC Venous,PECAM1
Lung V2 (HLCA),ann Level 3,EC Venous,SPARCL1
Lung V2 (HLCA),ann Level 3,EC Venous,CLEC14A
Lung V2 (HLCA),ann Level 3,EC Venous,IGFBP7
Lung V2 (HLCA),ann Level 3,EC Venous,RAMP2
Lung V2 (HLCA),ann Level 3,T Cell Lineage,CD2
Lung V2 (HLCA),ann Level 3,T Cell Lineage,IL32
Lung V2 (HLCA),ann Level 3,T Cell Lineage,CXCR4
Lung V2 (HLCA),ann Level 3,T Cell Lineage,CCL5
Lung V2 (HLCA),ann Level 3,T Cell Lineage,TRBC2
Lung V2 (HLCA),ann Level 3,T Cell Lineage,TRAC
Lung V2 (HLCA),ann Level 3,T Cell Lineage,CORO1A
Lung V2 (HLCA),ann Level 3,T Cell Lineage,CD3E
Lung V2 (HLCA),ann Level 3,T Cell Lineage,CD3D
Lung V2 (HLCA),ann Level 3,EC Arterial,CLDN5
Lung V2 (HLCA),ann Level 3,EC Arterial,IFI27
Lung V2 (HLCA),ann Level 3,EC Arterial,SOX17
Lung V2 (HLCA),ann Level 3,EC Arterial,PECAM1
