miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT001222,hsa-miR-182-5p,hsa,RARG,5916.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19782699.0
MIRT001222,hsa-miR-182-5p,hsa,RARG,5916.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19782699.0
MIRT001221,hsa-miR-21-5p,hsa,MARCKS,4082.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19302977.0
MIRT001221,hsa-miR-21-5p,hsa,MARCKS,4082.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,19302977.0
MIRT001221,hsa-miR-21-5p,hsa,MARCKS,4082.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,19302977.0
MIRT001220,hsa-miR-21-5p,hsa,LRRFIP1,9208.0,hsa,semi-qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19559015.0
MIRT001219,hsa-miR-101-3p,hsa,FOS,2353.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19133651.0
MIRT001219,hsa-miR-101-3p,hsa,FOS,2353.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Non-Functional MTI,19133651.0
MIRT002665,hsa-miR-124-3p,hsa,SLC16A1,6566.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19427019.0
MIRT002665,hsa-miR-124-3p,hsa,SLC16A1,6566.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,19427019.0
MIRT001218,rno-miR-21-5p,rno,Pdcd4,64031.0,rno,Luciferase reporter assay//Western blot,Functional MTI,19158092.0
MIRT001218,rno-miR-21-5p,rno,Pdcd4,64031.0,rno,Luciferase reporter assay//Western blot,Non-Functional MTI,19158092.0
MIRT001217,mmu-miR-141-3p,mmu,Cdh11,12552.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,19745813.0
MIRT001216,mmu-miR-200a-3p,mmu,Nrp1,18186.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,19745813.0
MIRT001664,mmu-miR-429-3p,mmu,Zeb1,21417.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,19745813.0
MIRT001214,rno-miR-221-3p,rno,Cdkn1c,246060.0,rno,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19150885.0
MIRT001213,rno-miR-221-3p,rno,Cdkn1b,83571.0,rno,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19150885.0
MIRT001213,rno-miR-221-3p,rno,Cdkn1b,83571.0,rno,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19150885.0
MIRT001213,rno-miR-221-3p,rno,Cdkn1b,83571.0,rno,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19150885.0
MIRT001213,rno-miR-221-3p,rno,Cdkn1b,83571.0,rno,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19150885.0
MIRT001212,rno-miR-222-3p,rno,Cdkn1c,246060.0,rno,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19150885.0
MIRT001211,rno-miR-222-3p,rno,Cdkn1b,83571.0,rno,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19150885.0
MIRT001211,rno-miR-222-3p,rno,Cdkn1b,83571.0,rno,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19150885.0
MIRT001211,rno-miR-222-3p,rno,Cdkn1b,83571.0,rno,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19150885.0
MIRT001211,rno-miR-222-3p,rno,Cdkn1b,83571.0,rno,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19150885.0
MIRT001210,hsa-miR-27a-3p,hsa,PHB,5245.0,hsa,qRT-PCR//GFP reporter assay//Western blot,Functional MTI,18789835.0
MIRT001210,hsa-miR-27a-3p,hsa,PHB,5245.0,hsa,qRT-PCR//GFP reporter assay//Western blot,Non-Functional MTI,18789835.0
MIRT001209,hsa-miR-494-3p,hsa,PTEN,5728.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20006626.0
MIRT001209,hsa-miR-494-3p,hsa,PTEN,5728.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,20006626.0
MIRT001208,hsa-miR-21-5p,hsa,TGFBI,7045.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19136465.0
MIRT001207,hsa-miR-155-5p,hsa,APC,324.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19136465.0
MIRT001206,hsa-miR-17-5p,hsa,BCL2L11,10018.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19136465.0
MIRT001206,hsa-miR-17-5p,hsa,BCL2L11,10018.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19136465.0
MIRT001206,hsa-miR-17-5p,hsa,BCL2L11,10018.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19136465.0
MIRT001205,hsa-miR-1-3p,hsa,HCN2,610.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19136465.0
MIRT001204,hsa-miR-133a-3p,hsa,HCN2,610.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19136465.0
MIRT001203,hsa-miR-133a-3p,hsa,CACNA1C,775.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19136465.0
MIRT001202,hsa-miR-9-5p,hsa,RAB34,83871.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19531230.0
MIRT001202,hsa-miR-9-5p,hsa,RAB34,83871.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19531230.0
MIRT001201,hsa-miR-433-3p,hsa,GRB2,2885.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19531230.0
MIRT004280,mmu-miR-92a-3p,mmu,Trp63,22061.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19608627.0
MIRT004281,hsa-miR-92a-3p,hsa,TP63,8626.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19608627.0
MIRT001197,hsa-miR-125b-5p,hsa,VDR,7421.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19437538.0
MIRT004283,hsa-miR-124-3p,hsa,CDK2,1017.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19404929.0
MIRT004285,hsa-miR-491-5p,hsa,BCL2L1,598.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,20039318.0
MIRT004286,hsa-miR-155-5p,hsa,Inpp5d,16331.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19359473.0
MIRT004286,hsa-miR-155-5p,hsa,Inpp5d,16331.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Non-Functional MTI,19359473.0
MIRT004286,hsa-miR-155-5p,hsa,Inpp5d,16331.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Non-Functional MTI,19359473.0
MIRT001191,hsa-miR-21-5p,hsa,E2F1,1869.0,hsa,qRT-PCR//Western blot,Functional MTI,19906824.0
MIRT001190,hsa-miR-21-5p,hsa,PTEN,5728.0,hsa,qRT-PCR//Western blot,Functional MTI,19906824.0
MIRT001189,hsa-miR-21-5p,hsa,TGFBR2,7048.0,hsa,qRT-PCR//Western blot,Functional MTI,19906824.0
MIRT003054,hsa-miR-21-5p,hsa,PDCD4,27250.0,hsa,qRT-PCR//Western blot,Functional MTI,19906824.0
MIRT001188,hsa-miR-21-5p,hsa,FMOD,2331.0,hsa,Western blot,Functional MTI,19906824.0
MIRT004287,hsa-miR-21-5p,hsa,TGIF1,7050.0,hsa,Western blot,Functional MTI,19906824.0
MIRT000631,hsa-miR-155-5p,hsa,INPP5D,3635.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19890474.0
MIRT000631,hsa-miR-155-5p,hsa,INPP5D,3635.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Non-Functional MTI,19890474.0
MIRT000631,hsa-miR-155-5p,hsa,INPP5D,3635.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Non-Functional MTI,19890474.0
MIRT000631,hsa-miR-155-5p,hsa,INPP5D,3635.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Non-Functional MTI,19890474.0
MIRT001183,mmu-miR-199a-5p,mmu,Hif1a,15251.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,19265035.0
MIRT001182,mmu-miR-199a-5p,mmu,Sirt1,93759.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,19265035.0
MIRT004289,mmu-miR-320-3p,mmu,Hspb6,243912.0,mmu,GFP reporter assay//Luciferase reporter assay//Western blot,Functional MTI,19380620.0
MIRT004289,mmu-miR-320-3p,mmu,Hspb6,243912.0,mmu,GFP reporter assay//Luciferase reporter assay//Western blot,Non-Functional MTI,19380620.0
MIRT001180,hsa-miR-31-5p,hsa,FOXP3,50943.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19408243.0
MIRT001179,mmu-miR-21a-5p,mmu,Pten,19211.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,19147652.0
MIRT004290,hsa-miR-145-5p,hsa,MYC,4609.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19202062.0
MIRT004290,hsa-miR-145-5p,hsa,MYC,4609.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Non-Functional MTI,19202062.0
MIRT004291,hsa-miR-23b-3p,hsa,PLAU,5328.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19490101.0
MIRT004291,hsa-miR-23b-3p,hsa,PLAU,5328.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19490101.0
MIRT004292,hsa-miR-23b-3p,hsa,MET,4233.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19490101.0
MIRT004292,hsa-miR-23b-3p,hsa,MET,4233.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19490101.0
MIRT004292,hsa-miR-23b-3p,hsa,MET,4233.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Non-Functional MTI,19490101.0
MIRT004292,hsa-miR-23b-3p,hsa,MET,4233.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19490101.0
MIRT001175,hsa-miR-200a-3p,hsa,CTNNB1,1499.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19703993.0
MIRT001175,hsa-miR-200a-3p,hsa,CTNNB1,1499.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Non-Functional MTI,19703993.0
MIRT002480,hsa-miR-200a-3p,hsa,ZEB1,6935.0,hsa,qRT-PCR//Western blot,Functional MTI,19703993.0
MIRT001035,hsa-miR-200a-3p,hsa,ZEB2,9839.0,hsa,qRT-PCR//Western blot,Functional MTI,19703993.0
MIRT002940,hsa-miR-196a-5p,hsa,HOXA7,3204.0,hsa,Western blot,Functional MTI,19418581.0
MIRT002266,hsa-miR-196a-5p,hsa,HOXB8,3218.0,hsa,Western blot,Functional MTI,19418581.0
MIRT002942,hsa-miR-196a-5p,hsa,HOXC8,3224.0,hsa,Western blot,Functional MTI,19418581.0
MIRT002941,hsa-miR-196a-5p,hsa,HOXD8,3234.0,hsa,Western blot,Functional MTI,19418581.0
MIRT000671,hsa-miR-182-5p,hsa,FOXO3,2309.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19188590.0
MIRT000671,hsa-miR-182-5p,hsa,FOXO3,2309.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19188590.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19188590.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19188590.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19188590.0
MIRT001990,hsa-miR-182-5p,hsa,MITF,4286.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,19188590.0
MIRT004293,hsa-miR-92b-3p,hsa,CDKN1C,1028.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19544458.0
MIRT004293,hsa-miR-92b-3p,hsa,CDKN1C,1028.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,19544458.0
MIRT001981,rno-miR-1-3p,rno,Kcnj2,29712.0,rno,qRT-PCR//Western blot,Functional MTI,19775284.0
MIRT004294,mmu-miR-219a-5p,mmu,Elovl7,74559.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,20035504.0
MIRT004295,mmu-miR-219a-5p,mmu,Enpp6,320981.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,20035504.0
MIRT001170,mmu-miR-32-5p,mmu,Enpp6,320981.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,20035504.0
MIRT001169,mmu-miR-144-3p,mmu,Enpp6,320981.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,20035504.0
MIRT001163,hsa-miR-205-5p,hsa,LRP1,4035.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19665999.0
MIRT001162,hsa-miR-545-3p,hsa,LRP1,4035.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Non-Functional MTI,19665999.0
MIRT001161,hsa-miR-338-5p,hsa,LRP1,4035.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Non-Functional MTI,19665999.0
MIRT004297,hsa-miR-101-3p,hsa,PTGS2,5743.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19133256.0
MIRT004297,hsa-miR-101-3p,hsa,PTGS2,5743.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Non-Functional MTI,19133256.0
MIRT001158,hsa-miR-17-5p,hsa,PKD2,5311.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19821056.0
MIRT001158,hsa-miR-17-5p,hsa,PKD2,5311.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19821056.0
MIRT001158,hsa-miR-17-5p,hsa,PKD2,5311.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Non-Functional MTI,19821056.0
MIRT001140,hsa-miR-10a-5p,hsa,HOXA1,3198.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,16549775.0
MIRT003759,hsa-miR-143-3p,hsa,MAPK7,5598.0,hsa,Western blot,Functional MTI,19464056.0
MIRT004304,hsa-miR-346,hsa,IL18,3606.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot//Northern blot,Non-Functional MTI,19342689.0
MIRT001128,hsa-miR-346,hsa,BTK,695.0,hsa,Western blot,Functional MTI,19342689.0
MIRT001127,hsa-miR-105-5p,hsa,TLR2,7097.0,hsa,Western blot,Functional MTI,19509287.0
MIRT001126,hsa-miR-98-5p,hsa,E2F2,1870.0,hsa,Western blot,Functional MTI,19528081.0
MIRT003740,dme-miR-9a-5p,dme,Bx,32846.0,dme,Western blot,Functional MTI,19162004.0
MIRT003740,dme-miR-9a-5p,dme,Bx,32846.0,dme,Luciferase reporter assay//Western blot,Functional MTI,19162004.0
MIRT000703,hsa-miR-18a-5p,hsa,ESR1,2099.0,hsa,Western blot,Functional MTI,19706389.0
MIRT004308,hsa-miR-29b-3p,hsa,ESR1,2099.0,hsa,Western blot,Functional MTI,19706389.0
MIRT004309,hsa-miR-19b-3p,hsa,ESR1,2099.0,hsa,Western blot,Non-Functional MTI,19706389.0
MIRT004310,hsa-miR-19b-3p,hsa,NCOA3,8202.0,hsa,Western blot,Non-Functional MTI,19706389.0
MIRT004311,hsa-miR-18a-5p,hsa,NCOA3,8202.0,hsa,Western blot,Non-Functional MTI,19706389.0
MIRT004312,hsa-miR-29b-3p,hsa,NCOA3,8202.0,hsa,Western blot,Functional MTI,19706389.0
MIRT000703,hsa-miR-18a-5p,hsa,ESR1,2099.0,hsa,Western blot,Functional MTI,19706389.0
MIRT004309,hsa-miR-19b-3p,hsa,ESR1,2099.0,hsa,Western blot,Functional MTI,19706389.0
MIRT004313,hsa-miR-20b-5p,hsa,ESR1,2099.0,hsa,Western blot,Functional MTI,19706389.0
MIRT001112,hsa-miR-199b-5p,hsa,SET,6418.0,hsa,Western blot,Functional MTI,19900756.0
MIRT001112,hsa-miR-199b-5p,hsa,SET,6418.0,hsa,Western blot,Functional MTI,19900756.0
MIRT001218,rno-miR-21-5p,rno,Pdcd4,64031.0,rno,Western blot,Functional MTI,19336275.0
MIRT004314,mmu-miR-124-3p,mmu,Fam177a,73385.0,mmu,Western blot,Functional MTI,19663910.0
MIRT004314,mmu-miR-124-3p,mmu,Fam177a,73385.0,mmu,Western blot,Functional MTI,19663910.0
MIRT004315,mmu-miR-219a-5p,mmu,Camk2g,12325.0,mmu,Western blot,Functional MTI,19196972.0
MIRT001109,hsa-miR-223-3p,hsa,RHOB,388.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,19850724.0
MIRT004315,mmu-miR-219a-5p,mmu,Camk2g,12325.0,mmu,Western blot,Functional MTI,19196972.0
MIRT004317,hsa-miR-25-3p,hsa,CDKN1C,1028.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19153141.0
MIRT000603,hsa-miR-106b-5p,hsa,CDKN1A,1026.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19153141.0
MIRT000577,hsa-miR-93-5p,hsa,CDKN1A,1026.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19153141.0
MIRT000137,hsa-miR-221-3p,hsa,CDKN1B,1027.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19153141.0
MIRT000131,hsa-miR-222-3p,hsa,CDKN1B,1027.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19153141.0
MIRT000719,hsa-miR-222-3p,hsa,CDKN1C,1028.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19153141.0
MIRT002272,hsa-miR-221-3p,hsa,CDKN1C,1028.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19153141.0
MIRT000032,hsa-miR-7-5p,hsa,SNCA,6622.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19628698.0
MIRT001105,hsa-miR-503-5p,hsa,CCND1,595.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19538740.0
MIRT001104,hsa-miR-421,hsa,CBX7,23492.0,hsa,qRT-PCR//Western blot,Functional MTI,19802518.0
MIRT001103,hsa-miR-421,hsa,RBMXL1,494115.0,hsa,qRT-PCR//Western blot,Functional MTI,19802518.0
MIRT001102,rno-miR-27a-3p,rno,Rxra,25271.0,rno,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19185571.0
MIRT001101,rno-miR-27b-3p,rno,Rxra,25271.0,rno,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19185571.0
MIRT001676,mmu-miR-206-3p,mmu,Gja1,14609.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,19933329.0
MIRT001676,mmu-miR-206-3p,mmu,Gja1,14609.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,19933329.0
MIRT001100,mmu-miR-1a-3p,mmu,Mef2a,17258.0,mmu,qRT-PCR//Western blot,Functional MTI,19188439.0
MIRT001100,mmu-miR-1a-3p,mmu,Mef2a,17258.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19188439.0
MIRT001099,mmu-miR-1a-3p,mmu,Calm1,12313.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19188439.0
MIRT001098,mmu-miR-1a-3p,mmu,Calm2,12314.0,mmu,qRT-PCR//Western blot,Functional MTI,19188439.0
MIRT001097,mmu-miR-1a-3p,mmu,Gata4,14463.0,mmu,qRT-PCR//Western blot,Functional MTI,19188439.0
MIRT001780,hsa-miR-221-3p,hsa,KIT,3815.0,hsa,qRT-PCR//Western blot,Functional MTI,19126397.0
MIRT001095,hsa-miR-26a-5p,hsa,PTEN,5728.0,hsa,Western blot,Functional MTI,19487573.0
MIRT001095,hsa-miR-26a-5p,hsa,PTEN,5728.0,hsa,Western blot,Functional MTI,19487573.0
MIRT001095,hsa-miR-26a-5p,hsa,PTEN,5728.0,hsa,Western blot,Functional MTI,19487573.0
MIRT004318,hsa-miR-21-5p,hsa,ERBB2,2064.0,hsa,qRT-PCR//Western blot,Functional MTI,19419954.0
MIRT001093,rno-miR-133a-3p,rno,Klf15,85497.0,rno,Western blot,Functional MTI,19720047.0
MIRT001092,rno-miR-133b-3p,rno,Klf15,85497.0,rno,Western blot,Functional MTI,19720047.0
MIRT004319,rno-miR-133b-3p,rno,Slc2a4,25139.0,rno,Luciferase reporter assay//Western blot,Functional MTI,19720047.0
MIRT004320,rno-miR-133a-3p,rno,Slc2a4,25139.0,rno,Luciferase reporter assay//Western blot,Functional MTI,19720047.0
MIRT004321,hsa-let-7a-5p,hsa,UHRF2,115426.0,hsa,qRT-PCR//Western blot,Functional MTI,19818775.0
MIRT001088,hsa-miR-27a-3p,hsa,FOXO1,2308.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19574223.0
MIRT001087,hsa-miR-96-5p,hsa,FOXO1,2308.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19574223.0
MIRT001086,hsa-miR-182-5p,hsa,FOXO1,2308.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19574223.0
MIRT003193,hsa-miR-9-5p,hsa,NFKB1,4790.0,hsa,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19702828.0
MIRT001083,mmu-miR-17-5p,mmu,Stat3,20848.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19073166.0
MIRT001083,mmu-miR-17-5p,mmu,Stat3,20848.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19073166.0
MIRT001082,mmu-miR-20a-5p,mmu,Stat3,20848.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19073166.0
MIRT001082,mmu-miR-20a-5p,mmu,Stat3,20848.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19073166.0
MIRT001081,mmu-miR-93-5p,mmu,Stat3,20848.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19073166.0
MIRT001081,mmu-miR-93-5p,mmu,Stat3,20848.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19073166.0
MIRT001080,mmu-miR-106a-5p,mmu,Stat3,20848.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19073166.0
MIRT001080,mmu-miR-106a-5p,mmu,Stat3,20848.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19073166.0
MIRT001079,mmu-miR-27a-3p,mmu,Runx1,12394.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot//Northern blot,Functional MTI,19298589.0
MIRT001078,mmu-miR-27b-3p,mmu,Runx1,12394.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot//Northern blot,Functional MTI,19298589.0
MIRT003260,hsa-miR-133b,hsa,MCL1,4170.0,hsa,Western blot,Functional MTI,19654003.0
MIRT001076,hsa-miR-133b,hsa,BCL2L2,599.0,hsa,Western blot,Functional MTI,19654003.0
MIRT001074,hsa-miR-370-3p,hsa,MAP3K8,1326.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,17621267.0
MIRT001073,mmu-miR-141-3p,mmu,Dlx5,13395.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19454767.0
MIRT001072,mmu-miR-200a-3p,mmu,Dlx5,13395.0,mmu,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19454767.0
MIRT001071,hsa-miR-128-3p,hsa,RELN,5649.0,hsa,qRT-PCR//Western blot,Functional MTI,19713529.0
MIRT001071,hsa-miR-128-3p,hsa,RELN,5649.0,hsa,qRT-PCR//Western blot,Functional MTI,19713529.0
MIRT001070,hsa-miR-128-3p,hsa,DCX,1641.0,hsa,qRT-PCR//Western blot,Functional MTI,19713529.0
MIRT001070,hsa-miR-128-3p,hsa,DCX,1641.0,hsa,qRT-PCR//Western blot,Functional MTI,19713529.0
MIRT001069,mmu-miR-15a-5p,mmu,Bcl2,12043.0,mmu,qRT-PCR//Western blot//Northern blot,Functional MTI,18931683.0
MIRT001068,mmu-miR-15a-5p,mmu,Ccnd1,12443.0,mmu,qRT-PCR//Western blot//Northern blot,Functional MTI,18931683.0
MIRT001068,mmu-miR-15a-5p,mmu,Ccnd1,12443.0,mmu,qRT-PCR//Western blot//Northern blot,Functional MTI,18931683.0
MIRT001067,mmu-miR-15a-5p,mmu,Wnt3a,22416.0,mmu,qRT-PCR//Western blot//Northern blot,Functional MTI,18931683.0
MIRT001067,mmu-miR-15a-5p,mmu,Wnt3a,22416.0,mmu,qRT-PCR//Western blot//Northern blot,Functional MTI,18931683.0
MIRT001066,mmu-miR-16-5p,mmu,Bcl2,12043.0,mmu,qRT-PCR//Western blot//Northern blot,Functional MTI,18931683.0
MIRT001065,mmu-miR-16-5p,mmu,Ccnd1,12443.0,mmu,qRT-PCR//Western blot//Northern blot,Functional MTI,18931683.0
MIRT001065,mmu-miR-16-5p,mmu,Ccnd1,12443.0,mmu,qRT-PCR//Western blot//Northern blot,Functional MTI,18931683.0
MIRT001064,mmu-miR-16-5p,mmu,Wnt3a,22416.0,mmu,qRT-PCR//Western blot//Northern blot,Functional MTI,18931683.0
MIRT001064,mmu-miR-16-5p,mmu,Wnt3a,22416.0,mmu,qRT-PCR//Western blot//Northern blot,Functional MTI,18931683.0
MIRT003731,hsa-miR-519b-3p,hsa,ELAVL1,1994.0,hsa,Western blot,Functional MTI,19088191.0
MIRT003732,hsa-miR-519c-3p,hsa,ELAVL1,1994.0,hsa,Western blot,Functional MTI,19088191.0
MIRT003733,hsa-miR-519a-3p,hsa,ELAVL1,1994.0,hsa,Western blot,Functional MTI,19088191.0
MIRT003731,hsa-miR-519b-3p,hsa,ELAVL1,1994.0,hsa,Western blot,Functional MTI,19088191.0
MIRT003732,hsa-miR-519c-3p,hsa,ELAVL1,1994.0,hsa,Western blot,Functional MTI,19088191.0
MIRT003733,hsa-miR-519a-3p,hsa,ELAVL1,1994.0,hsa,qRT-PCR//Western blot,Functional MTI,19088191.0
MIRT003042,hsa-miR-338-3p,hsa,ZBTB18,10472.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003042,hsa-miR-338-3p,hsa,ZBTB18,10472.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003041,hsa-miR-338-3p,hsa,DAB2IP,153090.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003041,hsa-miR-338-3p,hsa,DAB2IP,153090.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003041,hsa-miR-338-3p,hsa,DAB2IP,153090.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003041,hsa-miR-338-3p,hsa,DAB2IP,153090.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003040,hsa-miR-338-3p,hsa,MAP1A,4130.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003040,hsa-miR-338-3p,hsa,MAP1A,4130.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003040,hsa-miR-338-3p,hsa,MAP1A,4130.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
MIRT003039,hsa-miR-338-3p,hsa,NOVA1,4857.0,hsa,qRT-PCR//Western blot,Functional MTI,18684991.0
