miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT002483,hsa-miR-200b-3p,hsa,ZEB1,6935.0,hsa,qRT-PCR//Western blot,Functional MTI,21874049.0
MIRT002480,hsa-miR-200a-3p,hsa,ZEB1,6935.0,hsa,qRT-PCR//Western blot,Functional MTI,21874049.0
MIRT001036,hsa-miR-200c-3p,hsa,ZEB2,9839.0,hsa,qRT-PCR//Western blot,Functional MTI,21874049.0
MIRT002286,hsa-miR-200c-3p,hsa,ZEB1,6935.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21867514.0
MIRT006172,hsa-miR-200c-3p,hsa,RCOR3,55758.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21867514.0
MIRT006173,hsa-miR-141-3p,hsa,CTBP2,1488.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21867514.0
MIRT006174,hsa-miR-141-3p,hsa,CDYL,9425.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21867514.0
MIRT006175,hsa-miR-29a-3p,hsa,SPARC,6678.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Functional MTI,21880628.0
MIRT006175,hsa-miR-29a-3p,hsa,SPARC,6678.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Non-Functional MTI,21880628.0
MIRT006176,hsa-miR-15a-5p,hsa,CLCN3,1182.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Functional MTI,21880628.0
MIRT006176,hsa-miR-15a-5p,hsa,CLCN3,1182.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Non-Functional MTI,21880628.0
MIRT006177,hsa-miR-15a-5p,hsa,CRKL,1399.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Functional MTI,21880628.0
MIRT006177,hsa-miR-15a-5p,hsa,CRKL,1399.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Non-Functional MTI,21880628.0
MIRT006178,hsa-miR-20a-5p,hsa,IRF2,3660.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Functional MTI,21880628.0
MIRT006178,hsa-miR-20a-5p,hsa,IRF2,3660.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Non-Functional MTI,21880628.0
MIRT006179,hsa-miR-19a-3p,hsa,KIT,3815.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Functional MTI,21880628.0
MIRT006179,hsa-miR-19a-3p,hsa,KIT,3815.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Non-Functional MTI,21880628.0
MIRT006180,hsa-miR-20a-5p,hsa,KIT,3815.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Functional MTI,21880628.0
MIRT006180,hsa-miR-20a-5p,hsa,KIT,3815.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Non-Functional MTI,21880628.0
MIRT006181,hsa-miR-15a-5p,hsa,MN1,4330.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Functional MTI,21880628.0
MIRT006181,hsa-miR-15a-5p,hsa,MN1,4330.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Non-Functional MTI,21880628.0
MIRT006182,hsa-miR-29a-3p,hsa,SERPINB9,5272.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Functional MTI,21880628.0
MIRT006182,hsa-miR-29a-3p,hsa,SERPINB9,5272.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Non-Functional MTI,21880628.0
MIRT006177,hsa-miR-15a-5p,hsa,CRKL,1399.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Functional MTI,21880628.0
MIRT006177,hsa-miR-15a-5p,hsa,CRKL,1399.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Non-Functional MTI,21880628.0
MIRT006178,hsa-miR-20a-5p,hsa,IRF2,3660.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Functional MTI,21880628.0
MIRT006178,hsa-miR-20a-5p,hsa,IRF2,3660.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Non-Functional MTI,21880628.0
MIRT006179,hsa-miR-19a-3p,hsa,KIT,3815.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Functional MTI,21880628.0
MIRT006179,hsa-miR-19a-3p,hsa,KIT,3815.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Non-Functional MTI,21880628.0
MIRT006180,hsa-miR-20a-5p,hsa,KIT,3815.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Functional MTI,21880628.0
MIRT006180,hsa-miR-20a-5p,hsa,KIT,3815.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Non-Functional MTI,21880628.0
MIRT006181,hsa-miR-15a-5p,hsa,MN1,4330.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Functional MTI,21880628.0
MIRT006181,hsa-miR-15a-5p,hsa,MN1,4330.0,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Non-Functional MTI,21880628.0
MIRT006183,hsa-miR-650,hsa,NDRG2,57447.0,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21352815.0
MIRT006185,ebv-miR-BHRF1-2-3p,ebv,PDLIM7,9260.0,hsa,Immunoprecipitaion//qRT-PCR//Western blot,Functional MTI,21379335.0
MIRT006186,ebv-miR-BHRF1-1,ebv,EBNA1BP2,10969.0,hsa,Immunoprecipitaion//qRT-PCR//Western blot,Functional MTI,21379335.0
MIRT006187,mmu-miR-125b-1-3p,mmu,Srf,20807.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21379568.0
MIRT006188,mmu-miR-125b-1-3p,mmu,Nkx2-5,18091.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21379568.0
MIRT006189,mmu-miR-125b-1-3p,mmu,Prpf8,192159.0,mmu,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21379568.0
MIRT006190,hsa-miR-421,hsa,SMAD4,4089.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21352803.0
MIRT003193,hsa-miR-9-5p,hsa,NFKB1,4790.0,hsa,GFP reporter assay//Western blot,Functional MTI,22131135.0
MIRT004730,hsa-miR-146a-5p,hsa,EGFR,1956.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21632853.0
MIRT005546,hsa-miR-34a-5p,hsa,FOXP1,27086.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21460242.0
MIRT005546,hsa-miR-34a-5p,hsa,FOXP1,27086.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,21460242.0
MIRT006357,hsa-miR-27a-3p,hsa,FBXW7,55294.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21460851.0
MIRT006357,hsa-miR-27a-3p,hsa,FBXW7,55294.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21460851.0
MIRT006357,hsa-miR-27a-3p,hsa,FBXW7,55294.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,21460851.0
MIRT006357,hsa-miR-27a-3p,hsa,FBXW7,55294.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,21460851.0
MIRT006366,hsa-miR-10b-5p,hsa,BCL2L11,10018.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21471404.0
MIRT006367,hsa-miR-10b-5p,hsa,TFAP2C,7022.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21471404.0
MIRT006368,hsa-miR-10b-5p,hsa,CDKN2A,1029.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21471404.0
MIRT006369,hsa-miR-10b-5p,hsa,CDKN1A,1026.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21471404.0
MIRT006369,hsa-miR-10b-5p,hsa,CDKN1A,1026.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21471404.0
MIRT006192,hsa-miR-34c-5p,hsa,NOTCH4,4855.0,hsa,EMSA//Luciferase reporter assay//Western blot,Functional MTI,22074923.0
MIRT000712,hsa-miR-146a-5p,hsa,IRAK1,3654.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21632853.0
MIRT001189,hsa-miR-21-5p,hsa,TGFBR2,7048.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22072622.0
MIRT002653,hsa-miR-124-3p,hsa,AHR,196.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22024478.0
MIRT006243,hsa-miR-365a-3p,hsa,BCL2,596.0,hsa,Western blot,Functional MTI,21640710.0
MIRT006243,hsa-miR-365a-3p,hsa,BCL2,596.0,hsa,Western blot,Functional MTI,21640710.0
MIRT006374,hsa-miR-223-3p,hsa,EPB41L3,23136.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,21628394.0
MIRT006375,hsa-miR-214-3p,hsa,XBP1,7494.0,hsa,ELISA//Flow//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22359598.0
MIRT006375,hsa-miR-214-3p,hsa,XBP1,7494.0,hsa,ELISA//Flow//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22359598.0
MIRT006194,hsa-miR-181a-5p,hsa,RALA,5898.0,hsa,Flow//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22442671.0
MIRT002875,hsa-miR-34a-5p,hsa,NOTCH1,4851.0,hsa,Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22363487.0
MIRT005029,hsa-miR-34a-5p,hsa,NOTCH2,4853.0,hsa,Immunoblot//Immunocytochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22363487.0
MIRT006195,hsa-miR-22-3p,hsa,ARPC5,10092.0,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22447776.0
MIRT006195,hsa-miR-22-3p,hsa,ARPC5,10092.0,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22447776.0
MIRT006196,hsa-miR-519d-3p,hsa,PTEN,5728.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22262409.0
MIRT006197,hsa-miR-519d-3p,hsa,AKT3,10000.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22262409.0
MIRT006198,hsa-miR-519d-3p,hsa,TIMP2,7077.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22262409.0
MIRT000586,hsa-miR-519d-3p,hsa,CDKN1A,1026.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22262409.0
MIRT006204,mmu-miR-155-5p,mmu,Tspan14,52588.0,mmu,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22509021.0
MIRT006204,mmu-miR-155-5p,mmu,Tspan14,52588.0,mmu,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22509021.0
MIRT006204,mmu-miR-155-5p,mmu,Tspan14,52588.0,mmu,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22509021.0
MIRT006205,mmu-miR-155-5p,mmu,Lpin1,14245.0,mmu,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22509021.0
MIRT006206,mmu-miR-155-5p,mmu,Pmaip1,58801.0,mmu,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22509021.0
MIRT006207,hsa-miR-375,hsa,MTDH,92140.0,hsa,Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22508479.0
MIRT006208,hsa-miR-155-5p,hsa,JUN,3725.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22508041.0
MIRT006208,hsa-miR-155-5p,hsa,JUN,3725.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22508041.0
MIRT006209,hsa-miR-146a-5p,hsa,SMAD4,4089.0,hsa,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22507670.0
MIRT006209,hsa-miR-146a-5p,hsa,SMAD4,4089.0,hsa,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22507670.0
MIRT001210,hsa-miR-27a-3p,hsa,PHB,5245.0,hsa,ChIP-seq//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot,Functional MTI,22505583.0
MIRT001210,hsa-miR-27a-3p,hsa,PHB,5245.0,hsa,ChIP-seq//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot,Functional MTI,22505583.0
MIRT006210,hsa-miR-22-3p,hsa,ERBB3,2065.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22484852.0
MIRT006211,mmu-miR-34a-5p,mmu,Notch1,18128.0,mmu,ELISA//Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22483937.0
MIRT006215,hsa-miR-145-5p,hsa,VEGFA,7422.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22472569.0
MIRT006216,hsa-miR-93-5p,hsa,PTEN,5728.0,hsa,GFP reporter assay//qRT-PCR//Western blot,Functional MTI,22465665.0
MIRT006216,hsa-miR-93-5p,hsa,PTEN,5728.0,hsa,GFP reporter assay//qRT-PCR//Western blot,Functional MTI,22465665.0
MIRT006217,hsa-miR-483-5p,hsa,MAPK3,5595.0,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22465663.0
MIRT006217,hsa-miR-483-5p,hsa,MAPK3,5595.0,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22465663.0
MIRT005771,hsa-miR-143-3p,hsa,FSCN1,6624.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22457808.0
MIRT006218,hsa-miR-140-5p,hsa,PDGFRA,5156.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22012839.0
MIRT006218,hsa-miR-140-5p,hsa,PDGFRA,5156.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22012839.0
MIRT006221,hsa-miR-27a-3p,hsa,APC,324.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22018270.0
MIRT006221,hsa-miR-27a-3p,hsa,APC,324.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22018270.0
MIRT006222,hsa-miR-34a-5p,hsa,NANOG,79923.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22020437.0
MIRT006222,hsa-miR-34a-5p,hsa,NANOG,79923.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22020437.0
MIRT006223,hsa-miR-34a-5p,hsa,SOX2,6657.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22020437.0
MIRT006223,hsa-miR-34a-5p,hsa,SOX2,6657.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22020437.0
MIRT000980,hsa-miR-34a-5p,hsa,MYCN,4613.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22020437.0
MIRT000980,hsa-miR-34a-5p,hsa,MYCN,4613.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22020437.0
MIRT006224,hsa-miR-34b-3p,hsa,MYCN,4613.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22020437.0
MIRT006226,hsa-miR-34b-3p,hsa,SOX2,6657.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22020437.0
MIRT006228,hsa-miR-34c-5p,hsa,NANOG,79923.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22020437.0
MIRT006229,hsa-miR-34b-3p,hsa,NANOG,79923.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22020437.0
MIRT002653,hsa-miR-124-3p,hsa,AHR,196.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22024478.0
MIRT002653,hsa-miR-124-3p,hsa,AHR,196.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22024478.0
MIRT002653,hsa-miR-124-3p,hsa,AHR,196.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22024478.0
MIRT002446,hsa-miR-372-3p,hsa,LATS2,26524.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22027184.0
MIRT002446,hsa-miR-372-3p,hsa,LATS2,26524.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22027184.0
MIRT001754,hsa-miR-373-3p,hsa,LATS2,26524.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22027184.0
MIRT001754,hsa-miR-373-3p,hsa,LATS2,26524.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22027184.0
MIRT000759,hsa-miR-34a-5p,hsa,MET,4233.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22457788.0
MIRT006230,hsa-miR-25-3p,hsa,CDH1,999.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22450326.0
MIRT006231,hsa-miR-219a-5p,hsa,GPC3,2719.0,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22449976.0
MIRT006231,hsa-miR-219a-5p,hsa,GPC3,2719.0,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22449976.0
MIRT006232,hsa-miR-181b-5p,hsa,TMED7,51014.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22446332.0
MIRT006232,hsa-miR-181b-5p,hsa,TMED7,51014.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22446332.0
MIRT006233,hsa-miR-519a-3p,hsa,PTEN,5728.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22262409.0
MIRT006234,hsa-miR-519a-3p,hsa,CDKN1A,1026.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22262409.0
MIRT006235,hsa-miR-195-5p,hsa,SLC2A3,6515.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22265971.0
MIRT006235,hsa-miR-195-5p,hsa,SLC2A3,6515.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22265971.0
MIRT001190,hsa-miR-21-5p,hsa,PTEN,5728.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22267008.0
MIRT001190,hsa-miR-21-5p,hsa,PTEN,5728.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22267008.0
MIRT006236,hsa-miR-21-5p,hsa,SP1,6667.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22034194.0
MIRT006236,hsa-miR-21-5p,hsa,SP1,6667.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22034194.0
MIRT006236,hsa-miR-21-5p,hsa,SP1,6667.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22034194.0
MIRT006236,hsa-miR-21-5p,hsa,SP1,6667.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22034194.0
MIRT006237,hsa-miR-223-3p,hsa,FBXW7,55294.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22270966.0
MIRT006240,hsa-miR-30d-5p,hsa,CASP3,836.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22058146.0
MIRT000223,hsa-miR-195-5p,hsa,E2F3,1871.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22217655.0
MIRT000223,hsa-miR-195-5p,hsa,E2F3,1871.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22217655.0
MIRT000225,hsa-miR-195-5p,hsa,CCND1,595.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22217655.0
MIRT000225,hsa-miR-195-5p,hsa,CCND1,595.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22217655.0
MIRT006242,hsa-miR-365a-3p,hsa,CCND1,595.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22072615.0
MIRT006243,hsa-miR-365a-3p,hsa,BCL2,596.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22072615.0
MIRT006243,hsa-miR-365a-3p,hsa,BCL2,596.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22072615.0
MIRT001189,hsa-miR-21-5p,hsa,TGFBR2,7048.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22072622.0
MIRT006244,hsa-miR-223-3p,hsa,IGF1R,3480.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22073238.0
MIRT006244,hsa-miR-223-3p,hsa,IGF1R,3480.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22073238.0
MIRT006244,hsa-miR-223-3p,hsa,IGF1R,3480.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22073238.0
MIRT006245,hsa-miR-195-5p,hsa,TBCCD1,55171.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22217655.0
MIRT006246,hsa-miR-195-5p,hsa,CCND3,896.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22217655.0
MIRT006192,hsa-miR-34c-5p,hsa,NOTCH4,4855.0,hsa,EMSA//Luciferase reporter assay//Western blot,Functional MTI,22074923.0
MIRT006192,hsa-miR-34c-5p,hsa,NOTCH4,4855.0,hsa,EMSA//Luciferase reporter assay//Western blot,Non-Functional MTI,22074923.0
MIRT006195,hsa-miR-22-3p,hsa,ARPC5,10092.0,hsa,EMSA//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22447776.0
MIRT006194,hsa-miR-181a-5p,hsa,RALA,5898.0,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22442671.0
MIRT006194,hsa-miR-181a-5p,hsa,RALA,5898.0,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22442671.0
MIRT006253,hsa-miR-125b-5p,hsa,BCL2,596.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22293115.0
MIRT006253,hsa-miR-125b-5p,hsa,BCL2,596.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22293115.0
MIRT003356,hsa-miR-34a-5p,hsa,HNF4A,3172.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22232426.0
MIRT003356,hsa-miR-34a-5p,hsa,HNF4A,3172.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22232426.0
MIRT006262,hsa-miR-449a,hsa,HNF4A,3172.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22232426.0
MIRT006274,hsa-miR-30c-1-3p,hsa,HMBOX1,79618.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22320217.0
MIRT006274,hsa-miR-30c-1-3p,hsa,HMBOX1,79618.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22320217.0
MIRT006274,hsa-miR-30c-1-3p,hsa,HMBOX1,79618.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22320217.0
MIRT006275,hsa-miR-19b-1-5p,hsa,FGFR2,2263.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22197821.0
MIRT006275,hsa-miR-19b-1-5p,hsa,FGFR2,2263.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22197821.0
MIRT006276,hsa-miR-19b-1-5p,hsa,CCND1,595.0,hsa,Western blot,Functional MTI,22197821.0
MIRT006276,hsa-miR-19b-1-5p,hsa,CCND1,595.0,hsa,Western blot,Functional MTI,22197821.0
MIRT006285,hsa-miR-155-5p,hsa,GCSAM,257144.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22096245.0
MIRT006286,hsa-miR-34a-5p,hsa,ULBP2,80328.0,hsa,Flow//Luciferase reporter assay//Western blot,Functional MTI,22102694.0
MIRT006289,hsa-miR-20a-5p,hsa,EGLN3,112399.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22182733.0
MIRT006290,hsa-miR-34b-3p,hsa,CCND1,595.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22113133.0
MIRT006291,hsa-miR-34b-3p,hsa,JAG1,182.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22113133.0
MIRT000382,hsa-miR-100-5p,hsa,PLK1,5347.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22120675.0
MIRT006292,hsa-miR-610,hsa,VASP,7408.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22189055.0
MIRT006292,hsa-miR-610,hsa,VASP,7408.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22189055.0
MIRT006605,hsa-miR-34c-5p,mmu,Bcl2,12043.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,22203953.0
MIRT006605,hsa-miR-34c-5p,mmu,Bcl2,12043.0,mmu,Luciferase reporter assay//Western blot,Non-Functional MTI,22203953.0
MIRT006293,hsa-miR-212-3p,hsa,PTCH1,5727.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22357618.0
MIRT006293,hsa-miR-212-3p,hsa,PTCH1,5727.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22357618.0
MIRT006606,hsa-miR-30a-5p,mmu,Snai1,20613.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,22227196.0
MIRT006610,hsa-miR-30b-5p,mmu,Snai1,20613.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,22227196.0
MIRT000110,hsa-miR-26a-5p,hsa,HMGA1,3159.0,hsa,Luciferase reporter assay//Western blot,Functional MTI,22245693.0
MIRT000110,hsa-miR-26a-5p,hsa,HMGA1,3159.0,hsa,Luciferase reporter assay//Western blot,Non-Functional MTI,22245693.0
MIRT006295,mmu-miR-320-3p,mmu,Ets2,23872.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,22179046.0
MIRT006295,mmu-miR-320-3p,mmu,Ets2,23872.0,mmu,Luciferase reporter assay//Western blot,Non-Functional MTI,22179046.0
MIRT006296,mmu-miR-320-3p,mmu,Mmp9,17395.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,22179046.0
MIRT006297,mmu-miR-320-3p,mmu,Emilin2,246707.0,mmu,Luciferase reporter assay//Western blot,Functional MTI,22179046.0
MIRT006298,hsa-miR-200b-3p,hsa,E2F3,1871.0,hsa,Flow//Luciferase reporter assay//Western blot,Functional MTI,22139708.0
MIRT006298,hsa-miR-200b-3p,hsa,E2F3,1871.0,hsa,Flow//Luciferase reporter assay//Western blot,Functional MTI,22139708.0
MIRT006298,hsa-miR-200b-3p,hsa,E2F3,1871.0,hsa,Flow//Luciferase reporter assay//Western blot,Functional MTI,22139708.0
MIRT006298,hsa-miR-200b-3p,hsa,E2F3,1871.0,hsa,Flow//Luciferase reporter assay//Western blot,Functional MTI,22144583.0
MIRT006299,hsa-miR-138-5p,hsa,CCND3,896.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22362728.0
MIRT006299,hsa-miR-138-5p,hsa,CCND3,896.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22362728.0
MIRT006299,hsa-miR-138-5p,hsa,CCND3,896.0,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22362728.0
MIRT006302,rno-miR-378a-3p,rno,Igf1r,25718.0,rno,Luciferase reporter assay//Northern blot//qRT-PCR//Western blot,Functional MTI,22367207.0
